CLASS, METHOD, MODE, REQUESTED LEVEL, ACHIEVED LEVEL, CONSTRAINED
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","java.lang.String toInternalClassName(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isProtectionInformationPresent(java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isProtectionInformationPresent(java.lang.Class, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isProtectionInformationPresent(java.lang.reflect.Field, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isProtectionInformationPresent(java.lang.reflect.Method, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isProtectionInformationPresent(java.lang.reflect.Constructor, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isExecutableProtectionInformationPresent(java.lang.Object, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","boolean isParameterProtectionInformationPresent(java.lang.Object, java.lang.annotation.Annotation)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.AnnotationsWrapper","void <clinit>()","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","void <init>(boolean, int, int, int)","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","boolean isArray()","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","int getStringEncryptionAlgorithmNumber()","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","void setStringEncryptionAlgorithmNumber(int)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","int getKey1()","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","void setKey1(int)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","int getKey2()","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","void setKey2(int)","fast",2,2,""
"com.arxan.guardit4j.annotationsobfuscation.StringEncryptionAlgorithm","int hashCode()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void <init>()","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","java.lang.String getChecksumKeyAssetName()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","int getDexHeaderSize()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","int removeRandomNonce(int)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void tamper()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void nonTamper()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void printDebugMessage(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void invoke()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void invoke(android.content.Context)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] getKeyFromOffsets(android.content.Context, java.lang.String, java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","int getCRC32(byte[], int)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","long getDexHeadersChecksum(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] readZipEntryData(android.content.Context, java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void bufferCopy(byte[], int, byte[], int, int)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","boolean buffersEqual(byte[], byte[])","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","int fromByteArray(byte[])","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","int getNameHashSize()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] getSHA256Digest(byte[])","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] getKeyFromOffsets(byte[], int, java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] initKeyBytes()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","byte[] initIvBytes()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void <clinit>()","fast",2,2,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void init_field__androidContextClassName()","secure",0,0,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void init_field__androidContextMethodName()","secure",0,0,""
"com.arxan.guardit4j.checksum.ChecksumDebug_GRD9__checksum","void init_field__guardName()","secure",0,0,""
"com.arxan.guardit4j.checksum.ZipEntryHash","void <init>(java.util.zip.ZipEntry, byte[])","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.crypto.AESCrypto","void <init>()","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.crypto.AESCrypto","byte[] encrypt(byte[], byte[], byte[])","fast",2,2,""
"com.arxan.guardit4j.crypto.AESCrypto","byte[] decrypt(byte[], byte[], byte[])","fast",2,2,""
"com.arxan.guardit4j.crypto.AESCrypto","java.io.InputStream getStream(java.io.InputStream, byte[], byte[])","fast",2,2,""
"com.arxan.guardit4j.crypto.CipherInputStreamWrapper","void <init>(java.io.InputStream, javax.crypto.Cipher)","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.crypto.CipherInputStreamWrapper","int available()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void <init>()","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","java.lang.String getTag()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void tamper()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void nonTamper()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void invoke()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void <clinit>()","fast",2,2,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void init_field__guardName()","secure",0,0,""
"com.arxan.guardit4j.debuggerdetection.DDAndroidIsDebuggerConnected1Debug_GRD5__debuggerDetection","void init_field__logHdr()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void <init>()","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void tamper()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void nonTamper()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void dbg(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void invoke()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void invoke(android.content.Context)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","boolean findSinglePhrase(java.lang.String, java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkPreloadedBinary()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkEmbeddedBinary()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkBinariesRecursively(java.io.File)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkBinary(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkNames(java.lang.String[])","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkProc()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkPorts()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void populatePortList(java.util.Set, java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void filterNetmgrd(java.util.Set)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkPort(java.net.InetSocketAddress)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkParent()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","java.lang.String getPPID()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","java.io.File getNativeLibraryDirectory()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","java.lang.Object doInBackground(java.lang.Object[])","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void checkGameGuardian()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void unzipEntry(java.util.zip.ZipFile, java.util.zip.ZipEntry, java.io.File)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","boolean isPackageNamePossibleMatch(java.lang.String)","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void <clinit>()","fast",2,2,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__actionValue()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__androidContextClassName()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__androidContextMethodName()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__context()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__detectionPhrases()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__excludePorts()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__fridaServerDefaultPort()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__guardName()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__handler()","secure",0,0,""
"com.arxan.guardit4j.dynamicinstrumentationdetection.DIDetectionDebug_GRD0__dynamicInstrumentationDetection","void init_field__localAddresses()","secure",0,0,""
"com.arxan.guardit4j.emulatordetection.EmulatorDetectDebug_GRD6__emulatorDetection","void <init>()","fast",2,0,"JVM method size limit"
"com.arxan.guardit4j.emulatordetection.EmulatorDetectDebug_GRD6__emulatorDetection","void tamper()","fast",2,2,""
